productID,shopID,name,price
1,1452,Jacket_1,46000
2,1043,TShirt_2,33000
3,242,Hoodie_3,63000
4,1994,Jacket_4,43000
5,222,Jeans_5,24000
6,1834,Hoodie_6,44000
7,1563,Backpack_7,45000
8,1263,TShirt_8,40000
9,1511,Jacket_9,79000
10,319,Jacket_10,24000
11,798,Backpack_11,32000
12,1702,Hoodie_12,26000
13,1604,Backpack_13,79000
14,198,Hoodie_14,53000
15,1674,Jeans_15,43000
16,823,Sneakers_16,29000
17,219,Hoodie_17,39000
18,1525,Backpack_18,47000
19,1396,Cap_19,36000
20,724,Hoodie_20,30000
21,1114,Backpack_21,56000
22,1867,Backpack_22,43000
23,1796,Backpack_23,39000
24,95,Hoodie_24,56000
25,71,Cap_25,78000
26,1560,Backpack_26,10000
27,1684,Cap_27,43000
28,1426,Handbag_28,68000
29,700,Hoodie_29,36000
30,1504,Handbag_30,23000
31,878,Hoodie_31,13000
32,961,Handbag_32,20000
33,69,Jacket_33,62000
34,97,Hoodie_34,85000
35,408,Hoodie_35,19000
36,1122,Hoodie_36,47000
37,1425,Jacket_37,22000
38,1036,Cap_38,19000
39,1991,Cap_39,96000
40,118,Cap_40,88000
41,922,Jeans_41,75000
42,1319,Backpack_42,74000
43,294,Backpack_43,86000
44,392,Hoodie_44,70000
45,1177,Sneakers_45,19000
46,1560,Handbag_46,30000
47,1786,TShirt_47,11000
48,874,Jeans_48,25000
49,1938,Sneakers_49,39000
50,1477,Backpack_50,15000
51,1132,Handbag_51,45000
52,1511,Jacket_52,83000
53,208,TShirt_53,88000
54,1600,Hoodie_54,46000
55,41,Handbag_55,75000
56,1115,Hoodie_56,29000
57,551,Hoodie_57,98000
58,633,Cap_58,33000
59,1425,TShirt_59,95000
60,1576,Jeans_60,27000
61,139,Hoodie_61,47000
62,1251,Backpack_62,93000
63,1202,Sneakers_63,68000
64,843,Jacket_64,34000
65,1641,Cap_65,32000
66,176,Hoodie_66,39000
67,249,TShirt_67,45000
68,275,Sneakers_68,51000
69,1769,TShirt_69,51000
70,655,Jacket_70,90000
71,477,Sneakers_71,40000
72,922,Jacket_72,47000
73,1349,Backpack_73,26000
74,779,Hoodie_74,60000
75,1040,Hoodie_75,99000
76,693,Cap_76,17000
77,1362,Backpack_77,26000
78,1303,Jeans_78,48000
79,843,Jeans_79,63000
80,1614,Jacket_80,66000
81,1329,Sneakers_81,80000
82,845,Sneakers_82,16000
83,956,Jacket_83,25000
84,761,Backpack_84,26000
85,1946,Cap_85,71000
86,814,Handbag_86,95000
87,1607,Jacket_87,55000
88,459,Jacket_88,99000
89,269,Jeans_89,39000
90,1115,Cap_90,92000
91,990,Backpack_91,10000
92,1343,Handbag_92,50000
93,1197,Sneakers_93,99000
94,1610,Backpack_94,54000
95,1638,Sneakers_95,39000
96,1180,Handbag_96,57000
97,210,Backpack_97,40000
98,1643,Hoodie_98,39000
99,640,TShirt_99,31000
100,553,Cap_100,53000
101,1475,Jacket_101,31000
102,1570,Backpack_102,50000
103,393,TShirt_103,16000
104,633,Handbag_104,69000
105,1541,TShirt_105,10000
106,647,Jeans_106,60000
107,1623,Cap_107,69000
108,1338,Sneakers_108,36000
109,380,Jeans_109,18000
110,1456,Hoodie_110,60000
111,1065,TShirt_111,83000
112,1039,TShirt_112,66000
113,1700,Jeans_113,89000
114,1128,Backpack_114,83000
115,1505,Cap_115,42000
116,1478,Hoodie_116,71000
117,1795,Hoodie_117,94000
118,64,Hoodie_118,40000
119,1512,Jeans_119,78000
120,1340,TShirt_120,82000
121,1190,Hoodie_121,52000
122,619,Cap_122,72000
123,1335,Sneakers_123,12000
124,421,Cap_124,47000
125,1358,TShirt_125,50000
126,1808,Handbag_126,52000
127,374,Handbag_127,79000
128,1616,Handbag_128,76000
129,1886,Sneakers_129,43000
130,1680,Jacket_130,70000
131,1195,Jeans_131,62000
132,976,Sneakers_132,59000
133,1498,Jeans_133,97000
134,575,Jeans_134,34000
135,968,Jacket_135,62000
136,318,Jeans_136,62000
137,663,Backpack_137,36000
138,214,Jacket_138,49000
139,1288,Cap_139,17000
140,1074,Handbag_140,78000
141,2,Cap_141,87000
142,510,Handbag_142,56000
143,576,Jeans_143,61000
144,1929,Hoodie_144,48000
145,1463,Hoodie_145,17000
146,1345,Cap_146,86000
147,1735,TShirt_147,43000
148,1017,Cap_148,51000
149,1544,Jacket_149,47000
150,675,Sneakers_150,60000
151,1706,Jeans_151,27000
152,473,Hoodie_152,16000
153,1518,Sneakers_153,88000
154,1414,Jeans_154,17000
155,999,Hoodie_155,20000
156,564,TShirt_156,43000
157,904,Sneakers_157,64000
